
time,temperature_2m_max (°C),temperature_2m_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),windspeed_10m_max (km/h)
2018-04-26,27.9,24.6,20.43,0.70,17.9
2018-04-27,27.4,24.0,18.58,2.20,17.4
2018-04-28,28.3,24.3,19.50,0.70,16.6
2018-04-29,27.7,23.4,18.05,4.50,17.7
2018-04-30,26.1,23.7,12.13,8.10,12.8
2018-05-01,27.6,24.0,16.20,1.10,16.3
2018-05-02,27.6,23.6,17.87,1.70,15.8
2018-05-03,26.9,23.4,16.13,2.30,17.1
2018-05-04,28.3,23.6,20.76,2.00,21.9
2018-05-05,27.7,24.2,13.91,2.00,19.0
2018-05-06,28.0,24.5,18.08,0.60,17.2
2018-05-07,27.2,23.8,18.12,1.50,17.6
2018-05-08,27.4,23.2,18.09,2.00,18.6
2018-05-09,24.8,23.1,3.97,15.60,13.4
2018-05-10,27.6,23.2,16.29,1.10,15.5
2018-05-11,27.3,24.4,16.15,2.80,16.3
2018-05-12,27.6,23.7,17.22,2.40,14.4
2018-05-13,27.1,23.5,19.29,1.30,16.3
2018-05-14,27.0,24.0,18.43,3.20,22.3
2018-05-15,26.1,23.5,14.36,5.20,15.3
2018-05-16,27.8,23.6,18.56,3.90,18.5
2018-05-17,27.7,23.1,17.10,2.90,15.3
2018-05-18,26.2,23.4,13.92,3.70,14.8
2018-05-19,28.1,23.7,19.97,0.60,11.4
2018-05-20,28.1,23.3,19.13,1.50,13.3
2018-05-21,27.6,24.7,15.67,2.90,17.9
2018-05-22,27.1,24.5,16.19,2.60,19.1
2018-05-23,28.0,24.0,19.96,0.00,18.2
2018-05-24,28.0,23.7,17.85,0.10,18.8
2018-05-25,25.9,22.8,15.41,3.20,17.6
2018-05-26,26.3,22.8,15.81,1.40,18.3
2018-05-27,26.7,23.8,15.05,2.00,19.4
2018-05-28,26.3,23.0,15.34,4.00,19.4
2018-05-29,27.5,23.4,17.94,2.40,21.4
2018-05-30,27.4,23.4,19.35,1.00,21.1
2018-05-31,27.0,23.0,16.27,3.10,21.4
2018-06-01,27.4,23.4,16.80,1.20,12.4
2018-06-02,26.9,23.0,14.77,3.00,13.5
2018-06-03,27.8,24.0,17.17,3.90,17.0
2018-06-04,27.2,23.5,18.29,1.90,21.0
2018-06-05,26.9,22.7,16.69,0.90,19.9
2018-06-06,27.1,23.0,16.35,0.90,13.6
2018-06-07,27.8,23.7,16.38,3.80,15.5
2018-06-08,27.6,23.6,16.68,2.60,14.8
2018-06-09,27.8,23.8,17.88,0.40,14.5
2018-06-10,27.3,23.5,18.18,1.50,20.4
2018-06-11,26.7,23.3,15.63,1.80,19.4
2018-06-12,26.7,24.3,15.13,0.00,20.2
2018-06-13,26.1,23.7,14.67,2.90,21.7
2018-06-14,26.7,23.9,14.16,2.00,20.7
2018-06-15,26.5,23.2,15.39,2.70,18.5
2018-06-16,26.4,23.7,13.26,1.90,20.1
2018-06-17,26.7,23.7,16.56,1.50,17.7
2018-06-18,26.8,22.6,16.95,2.50,14.3
2018-06-19,25.1,23.2,15.56,2.50,20.5
2018-06-20,26.9,22.5,16.49,0.70,23.5
2018-06-21,26.4,22.8,15.24,0.90,20.3
2018-06-22,27.0,23.5,14.72,0.00,19.8
2018-06-23,26.6,23.5,15.85,0.60,24.8
